eda,bvp,temp,x,y,z,emotion
1.59,27.81,31.71,53,12,-25,0
1.5,11.43,31.71,58,9,-28,0
1.49,-51.58,31.71,59,6,-27,0
1.48,-26.91,31.71,54,7,-32,0
1.49,4.91,31.71,57,8,-41,0
1.5,36.59,31.71,53,9,-34,0
1.54,37.73,31.71,56,10,-32,0
1.55,1.61,31.69,58,12,-31,0
1.57,-3.97,31.69,55,12,-33,0
1.59,-2.14,31.69,58,11,-32,0
1.6,-32.81,31.69,57,11,-36,0
1.62,-1.86,31.71,56,13,-34,0
1.63,-4.54,31.71,49,19,-36,0
1.64,4.59,31.71,53,20,-31,0
1.67,3.21,31.71,49,20,-31,0
1.68,-35.1,31.69,58,11,-34,0
1.7,-1.17,31.69,53,15,-37,0
1.72,17.26,31.69,55,12,-34,0
1.72,-29.67,31.69,54,19,-33,0
1.71,36.49,31.71,53,18,-33,0
1.68,6.53,31.71,56,10,-39,0
1.67,-5.55,31.71,59,9,-31,0
1.66,2.1,31.71,52,15,-26,0
1.65,5.02,31.69,55,15,-31,0
1.64,47.91,31.69,61,8,-36,0
1.63,-19.27,31.69,51,5,-32,0
1.63,-33.59,31.69,56,7,-34,0
0,-0.03,34.66,50,-37,4,0
0.48,5.06,34.66,43,-41,18,0
0.52,17.91,34.66,55,-39,34,0
0.53,79.34,34.66,8,-40,21,0
0.54,228.25,34.66,-10,-56,45,0
0.54,-486.5,34.66,3,-45,54,0
0.52,-5.9,34.66,-6,-41,47,0
0.53,156.15,34.66,-8,-40,46,0
0.53,46.78,34.66,-5,-36,49,0
0.53,4.05,34.66,1,-47,41,0
0.53,0.14,34.66,8,-59,35,0
0.53,0.77,34.66,-3,-43,22,0
0.54,3.37,34.68,10,-51,37,0
0.51,13.38,34.68,16,-50,38,0
0.46,16.66,34.68,12,-51,40,0
0.45,-31.29,34.68,12,-51,39,0
0.44,-31.54,34.66,12,-50,39,0
0.45,17.39,34.66,12,-48,42,0
0.47,-9.4,34.66,13,-46,45,0
0.49,5.8,34.66,8,-46,47,0
0.51,18.03,34.68,0,-39,54,0
0.54,8.38,34.68,-1,-41,51,0
0.57,41.05,34.68,2,-41,50,0
0.59,36.15,34.68,4,-40,50,0
0.6,7.61,34.66,8,-39,52,0
0.59,-33.41,34.66,9,-39,50,0
0.59,25.3,34.66,9,-38,50,0
0.58,-10.36,34.66,22,-31,52,0
0.58,-14.59,34.71,-8,-27,60,0
0.56,-44.07,34.71,-25,-20,56,0
0.42,7.66,34.71,-14,-17,58,0
0.32,10.52,34.71,-13,-19,62,0
0.5,28.99,34.65,-11,-11,60,0
0.55,97.33,34.65,-4,9,65,0
0.57,-225.62,34.65,22,13,61,0
0.57,-169.98,34.65,24,22,57,0
0.52,205.85,34.66,24,29,50,0
0.4,25.91,34.66,30,32,48,0
0.32,-270.18,34.66,29,31,46,0
0.47,89.04,34.66,27,37,44,0
0.52,65.69,34.65,23,41,39,0
0.46,-85.39,34.65,25,49,36,0
0.33,-43.98,34.65,24,46,33,0
0.35,111.53,34.65,30,47,30,0
0.39,90.5,34.68,24,50,25,0
0.42,-36.88,34.68,42,50,30,0
0.59,-46.9,34.68,38,39,27,0
0.58,-57.43,34.68,12,21,8,0
0.51,-33.07,34.68,-26,9,79,0
0.55,6.94,34.68,-1,-33,58,0
0.52,140.7,34.68,11,-59,32,0
0.55,-25.95,34.68,8,-60,23,0
0.56,-66.96,34.66,11,-57,21,0
0.56,77.52,34.66,-3,-72,23,0
0.56,39.93,34.66,-3,-57,18,0
0.57,-25.43,34.66,-3,-59,13,0
0.57,-2.97,34.65,-6,-74,10,0
0.58,151.52,34.65,0,-69,27,0
0.61,91.18,34.65,2,-47,19,0
0.52,-77.29,34.65,0,-66,14,0
0.59,-30.45,34.65,-5,-63,22,0
0.59,136.45,34.65,-6,-64,18,0
0.61,64.81,34.65,-5,-60,18,0
0.62,-152.26,34.65,-15,-60,-5,0
0.51,-61.55,34.65,-20,-55,-18,0
0.49,13.47,34.65,-6,-62,-9,0
0.49,96.25,34.65,26,-91,-7,0
0.65,165.1,34.65,18,-40,49,0
0.66,-26.86,34.65,30,-2,44,0
0.62,-143.39,34.65,55,22,65,0
0.57,96.02,34.65,30,34,45,0
0.57,-141.95,34.65,26,41,41,0
0.61,-65.28,34.66,21,49,34,0
0.69,-185.24,34.66,18,52,32,0
0.81,183.73,34.66,13,49,32,0
0.54,62.31,34.66,19,53,34,0
0.42,-20.24,34.63,30,53,14,0
0.46,-4.94,34.63,-15,21,48,0
0.49,-29.86,34.63,-48,34,51,0
0.48,-7.54,34.63,4,-28,88,0
0.51,57.94,34.63,-18,-16,63,0
0.43,25.5,34.63,-16,-9,66,0
0.41,-130.45,34.63,-16,-3,65,0
0.38,3.43,34.63,-21,-2,61,0
0.43,-280.92,34.65,-17,8,58,0
0.35,-40.43,34.65,-13,22,65,0
0.27,201.2,34.65,-18,18,59,0
0.35,12.58,34.65,-30,17,54,0
0.42,-12.51,34.63,-27,33,39,0
0.26,-46.78,34.63,-40,28,53,0
0.16,2.63,34.63,-17,33,34,0
0.34,126.99,34.63,-26,1,42,0
0.36,48.74,34.65,0,-45,50,0
0.41,-204.48,34.65,3,-58,31,0
0.44,45.93,34.65,-2,-67,62,0
0.45,-51.23,34.65,14,-44,39,0
0.48,-105.95,34.63,-1,-53,26,0
0.5,118.49,34.63,4,-65,29,0
0.51,53.54,34.63,14,-59,26,0
0.51,-59.88,34.63,17,-48,19,0
0.52,37.84,34.61,-1,-81,8,0
0.52,29,34.61,15,-67,-2,0
0.52,0.9,34.61,11,-57,20,0
0.5,12.28,34.61,5,-84,10,0
0.51,-41.16,34.61,10,-63,-3,0
0.51,77.03,34.61,9,-67,3,0
0.51,23.35,34.61,-8,-67,6,0
0.52,-44.89,34.61,2,-56,15,0
0.52,57.26,34.61,6,-69,12,0
0.52,6.57,34.61,13,-61,10,0
0.52,-8.64,34.61,29,-65,5,0
0.52,47.66,34.61,37,-55,16,0
0.52,-7.59,34.63,43,-50,24,0
0.51,31,34.63,42,-44,22,0
0.51,-22.68,34.63,46,-32,27,0
0.51,-32.57,34.63,59,-43,22,0
0.51,24.32,34.61,55,-32,16,0
0.5,-10.69,34.61,48,-35,20,0
0.5,7.18,34.61,40,-40,33,0
0.5,-12.19,34.61,39,-39,29,0
0.5,13.27,34.59,-40,-25,67,0
0.5,-1.61,34.59,58,-4,15,0
0.4,-32.61,34.59,1,24,43,0
0.38,63.55,34.59,-31,40,24,0
0.44,93.84,34.61,-31,42,44,0
0.48,98.35,34.61,-27,33,44,0
0.51,-222.21,34.61,-10,20,59,0
0.51,-167.37,34.61,18,34,74,0
0.5,-19.24,34.59,11,6,56,0
0.47,313.94,34.59,11,-3,65,0
0.5,-45.7,34.59,22,3,71,0
0.52,51.17,34.59,54,19,23,0
0.52,24.27,34.61,58,33,22,0
0.71,-11.32,34.61,45,46,53,0
0.71,-65.98,34.61,28,0,45,0
0.61,-63.76,34.61,66,19,59,0
0.59,2.43,34.61,28,21,51,0
0.59,196.79,34.61,60,17,23,0
0.54,56.81,34.61,12,18,43,0
0.56,-50.88,34.61,37,-44,69,0
0.53,-58.05,34.59,16,-29,62,0
0.56,113.82,34.59,31,-31,29,0
0.53,-110.16,34.59,28,-21,24,0
0.34,-127.01,34.59,49,-31,31,0
0.31,152.72,34.59,54,-30,29,0
0.38,-83.63,34.59,49,-31,30,0
0.38,-84.13,34.59,49,-31,29,0
0.4,-35.22,34.59,49,-30,31,0
0.4,216.76,34.61,46,-31,31,0
0.38,61.39,34.61,48,-32,25,0
0.38,-35.14,34.61,57,-39,27,0
0.39,-31.41,34.61,52,-37,23,0
0.36,-96.18,34.59,51,-38,16,0
0.31,-23.05,34.59,42,-43,14,0
0.31,30.23,34.59,43,-47,14,0
0.32,-28.52,34.59,39,-47,24,0
0.38,18.85,34.59,21,-50,39,0
0.44,88.6,34.59,-7,-46,38,0
0.47,47.04,34.59,-31,-48,31,0
0.51,-19.37,34.59,-11,-64,47,0
0.53,-24.52,34.59,25,-22,60,0
0.55,-23.64,34.59,49,-21,34,0
0.54,-105.06,34.59,61,-2,23,0
0.54,-5.4,34.59,66,11,10,0
0.53,128.6,34.61,61,14,13,0
0.53,-33.72,34.61,63,15,19,0
0.53,146.73,34.61,62,14,19,0
0.54,-39.67,34.61,59,13,18,0
0.54,-142.86,34.57,62,12,18,0
0.54,62.72,34.57,63,12,18,0
0.54,6.65,34.57,61,13,17,0
0.54,-6.84,34.57,63,15,11,0
0.54,-15.9,34.59,59,17,7,0
0.55,-20.7,34.59,66,20,0,0
0.54,24.28,34.59,65,6,7,0
0.53,-5.12,34.59,63,-9,9,0
0.53,16.65,34.57,62,1,12,0
0.52,10.65,34.57,62,5,3,0
0.52,-100.24,34.57,64,7,4,0
0.52,12.16,34.57,66,7,7,0
0.52,48.67,34.55,62,6,11,0
0.52,24.66,34.55,63,6,13,0
0.51,19.32,34.55,65,7,11,0
0.51,4.68,34.55,64,7,10,0
0.51,-9.22,34.57,65,3,12,0
0.51,-3.25,34.57,64,-1,14,0
0.51,-10.52,34.57,64,8,2,0
0.51,3.35,34.57,65,12,9,0
0.54,-30.3,34.57,63,5,6,0
0.55,2.59,34.57,64,9,8,0
0.6,2.2,34.57,60,7,-3,0
0.62,-59.09,34.57,61,12,-23,0
0.61,68.89,34.57,58,1,-24,0
0.61,94.07,34.57,71,-7,-13,0
0.59,17.29,34.57,62,-18,-6,0
0.57,-44.19,34.57,61,-19,-4,0
0.56,47.03,34.59,59,-24,-2,0
0.55,166.09,34.59,63,-20,-5,0
0.54,-165.52,34.59,62,-24,-6,0
0.54,-116.11,34.59,75,-24,9,0
0.55,-59.06,34.59,50,-44,41,0
0.55,8.19,34.59,36,-39,33,0
0.54,81.13,34.59,41,-37,39,0
0.54,-9.19,34.59,40,-37,37,0
0.54,-202.71,34.57,42,-35,32,0
0.54,99.81,34.57,41,-45,32,0
0.54,11.02,34.57,33,-49,22,0
0.56,-0.65,34.57,29,-40,28,0
0.57,12.12,34.59,42,-48,27,0
0.59,-12.75,34.59,57,-37,-6,0
0.55,1.01,34.59,40,-47,-1,0
0.54,-16.9,34.59,39,-62,1,0
0.55,157.87,34.57,33,-55,8,0
0.55,37.62,34.57,26,-54,13,0
0.54,-231.81,34.57,22,-52,39,0
0.54,57.24,34.57,23,-39,38,0
0.53,58.78,34.59,1,-51,24,0
0.54,-98.9,34.59,-27,-54,23,0
0.42,-30.76,34.59,-20,-55,25,0
0.39,-17.24,34.59,-8,-57,30,0
0.41,106.78,34.59,-9,-60,24,0
0.4,87.22,34.59,-10,-61,19,0
0.37,-3.68,34.59,-10,-61,20,0
0.33,-20.07,34.59,-10,-61,21,0
0.32,-39.12,34.59,-8,-60,23,0
0.31,1.49,34.59,-10,-59,24,0
0.35,68.28,34.59,-11,-59,25,0
0.4,40.16,34.59,-14,-59,22,0
0.41,11.72,34.59,-6,-60,26,0
0.42,-8.75,34.59,-4,-59,28,0
0.43,-31.12,34.59,-10,-60,19,0
0.45,-21.85,34.59,-15,-61,17,0
0.45,-24.13,34.59,-5,-59,28,0
0.44,-2.09,34.59,-6,-60,25,0
0.45,16.22,34.59,-6,-59,26,0
0.47,-4.21,34.59,-6,-61,23,0
0.49,-0.16,34.59,-6,-61,20,0
0.48,-23.35,34.59,-9,-61,18,0
0.43,3.48,34.59,-6,-61,22,0
0.39,8.43,34.59,2,-58,30,0
0,-0.03,30.53,58,2,-29,0
0.83,5.06,30.53,59,-1,-29,0
1.18,17.91,30.53,60,1,-29,0
1.62,79.34,30.53,60,3,-27,0
2.09,228.25,30.53,63,2,-24,0
2.45,-486.5,30.53,59,5,-25,0
2.46,-5.9,30.53,59,4,-28,0
2.48,156.15,30.53,59,2,-28,0
2.48,46.78,30.57,58,-10,-28,0
2.46,4.05,30.57,59,-8,-26,0
2.49,0.17,30.57,59,-7,-27,0
2.51,0.86,30.57,58,-3,-28,0
2.51,3.81,30.57,61,0,-31,0
2.51,14.79,30.57,61,0,-34,0
2.51,11.45,30.57,54,-2,-31,0
2.5,-11.79,30.57,63,4,-29,0
2.5,16.09,30.57,51,10,-31,0
2.52,64.41,30.57,62,-1,-24,0
2.53,32.05,30.57,58,3,-24,0
2.49,-258.28,30.57,64,3,-14,0
2.48,-17.7,30.57,62,1,-8,0
2.46,110.18,30.57,57,-4,17,0
2.43,134.11,30.57,52,-12,41,0
2.38,18.44,30.57,21,-26,53,0
2.33,-100.36,30.59,-4,-26,56,0
2.32,-133.52,30.59,-18,-41,52,0
2.39,-41.69,30.59,-18,-37,58,0
2.44,-33.42,30.59,-12,-33,53,0
2.4,86.8,30.59,-14,-31,54,0
2.45,8.11,30.59,-10,-33,53,0
2.5,38.31,30.59,-12,-34,55,0
2.49,-69.44,30.59,-11,-36,53,0
2.52,22.58,30.59,-7,-31,56,0
2.52,131.34,30.59,-2,-36,56,0
2.49,-51.09,30.59,-5,-40,56,0
2.37,-0.26,30.59,9,-33,55,0
2.38,12.29,30.63,13,-28,54,0
2.46,37.36,30.63,17,-29,42,0
2.49,55.55,30.63,19,-55,45,0
2.59,36.92,30.63,13,-56,44,0
2.57,-8.69,30.61,20,-44,45,0
2.59,-109.3,30.61,19,-44,32,0
2.64,116.66,30.61,48,-42,42,0
2.69,-34.43,30.61,36,-47,32,0
2.78,16.37,30.63,38,-55,28,0
2.88,37.49,30.63,25,-54,18,0
2.93,-42.8,30.63,27,-49,28,0
2.96,-2.43,30.63,35,-53,27,0
2.98,-118.41,30.65,37,-55,25,0
2.98,-21.51,30.65,32,-52,28,0
2.95,-14.53,30.65,29,-50,32,0
2.92,-13.92,30.65,24,-41,31,0
2.89,-5,30.67,34,-51,39,0
2.86,-38.27,30.67,33,-50,35,0
2.85,49.41,30.67,25,-47,34,0
2.83,10.08,30.67,25,-46,36,0
2.8,27.8,30.67,29,-46,37,0
2.79,13.69,30.67,30,-47,35,0
2.77,-34.22,30.67,30,-46,33,0
2.76,25.2,30.67,28,-49,31,0
2.75,-29.75,30.69,25,-48,36,0
2.74,51.74,30.69,20,-51,31,0
2.7,-7.79,30.69,15,-50,35,0
2.7,-3.43,30.69,16,-50,40,0
2.7,-39.2,30.69,24,-44,49,0
2.71,-19.88,30.69,17,-41,33,0
2.67,34.36,30.69,5,-54,44,0
2.71,-44,30.69,-1,-42,50,0
2.74,0.29,30.71,9,-44,48,0
2.75,25.85,30.71,17,-33,52,0
2.74,86.6,30.71,17,-30,55,0
2.7,58.33,30.71,23,-34,48,0
2.66,-24.51,30.73,23,-32,52,0
2.65,-38.37,30.73,40,-30,47,0
2.62,-71.25,30.73,36,-32,46,0
2.6,31.87,30.73,41,-31,37,0
2.63,11.14,30.73,41,-30,43,0
2.62,-18.07,30.73,44,-32,37,0
2.6,65.03,30.73,44,-32,35,0
2.59,-23.32,30.73,44,-34,33,0
2.58,17.59,30.73,47,-38,32,0
2.58,3.74,30.73,34,-42,25,0
2.58,18.77,30.73,27,-51,25,0
2.57,3.31,30.73,10,-66,16,0
2.57,-23.11,30.73,13,-55,8,0
2.58,8.68,30.73,18,-83,3,0
2.57,-17.46,30.73,10,-72,2,0
2.58,5.72,30.73,9,-62,-1,0
2.57,-15.01,30.75,15,-62,15,0
2.58,-4.32,30.75,55,-50,-1,0
2.6,6.57,30.75,-7,-73,5,0
2.6,-31.61,30.75,-1,-62,6,0
2.6,29.38,30.75,12,-63,1,0
2.59,17.99,30.75,13,-59,15,0
2.59,81.43,30.75,5,-64,18,0
2.59,6.38,30.75,10,-55,24,0
2.59,-44.93,30.75,27,-55,30,0
2.59,4.12,30.75,52,-31,32,0
2.59,-2.45,30.75,45,-21,35,0
2.55,-5.2,30.75,33,-22,50,0
2.56,-37.89,30.77,32,-21,55,0
2.56,60.61,30.77,35,-19,53,0
2.55,153.31,30.77,32,-20,53,0
2.54,110.95,30.77,33,-19,53,0
2.54,-31.62,30.77,32,-19,54,0
2.54,-64.18,30.77,34,-19,53,0
2.53,-61.34,30.77,35,-19,52,0
2.53,-101.15,30.77,33,-19,52,0
2.52,-19.7,30.79,34,-19,52,0
2.52,-27.65,30.79,33,-19,52,0
2.51,-7.17,30.79,33,-20,52,0
2.52,-3.03,30.79,34,-20,52,0
2.51,-32.17,30.81,33,-20,51,0
2.51,0.47,30.81,32,-21,52,0
2.53,-7.92,30.81,32,-21,52,0
2.54,34.65,30.81,33,-20,52,0
2.55,41.67,30.79,32,-22,51,0
2.57,-27.06,30.79,22,-40,67,0
2.61,2.36,30.79,31,9,38,0
2.58,-20.12,30.79,35,14,40,0
2.69,4.54,30.83,42,6,60,0
2.71,-25.87,30.83,40,-2,50,0
2.74,55.51,30.83,39,-8,53,0
2.75,198.46,30.83,42,-10,49,0
2.76,-10.17,30.85,39,-15,49,0
2.76,-63.28,30.85,43,-13,48,0
2.76,-100.62,30.85,29,-5,45,0
2.76,-36.54,30.85,60,-19,25,0
2.74,-34,30.85,39,-40,28,0
2.68,-18.98,30.85,47,-29,44,0
2.69,-9.62,30.85,53,-31,35,0
2.69,-20.77,30.85,47,-30,25,0
2.69,80.16,30.85,53,-30,27,0
2.68,-75.87,30.85,49,-34,26,0
2.67,58.27,30.85,51,-34,28,0
2.66,-90.62,30.85,51,-36,25,0
2.65,-45.39,30.85,48,-37,25,0
2.64,0.19,30.85,42,-44,25,0
2.63,-14.83,30.85,42,-43,24,0
2.63,10.98,30.85,41,-47,25,0
2.62,-25.47,30.89,40,-46,22,0
2.62,13.75,30.89,39,-48,22,0
2.6,-15.43,30.89,40,-46,23,0
2.6,25.87,30.89,38,-46,23,0
2.59,-3.76,30.89,37,-47,23,0
2.59,3.3,30.89,36,-49,23,0
2.58,-4.59,30.89,38,-48,23,0
2.58,-23.06,30.89,38,-48,24,0
2.57,15.44,30.91,37,-47,25,0
2.57,-40.93,30.91,36,-49,28,0
2.57,25.06,30.91,34,-46,27,0
2.57,-7.93,30.91,35,-47,24,0
2.57,52.35,30.91,43,-52,18,0
2.58,12.72,30.91,35,-48,19,0
2.59,36.41,30.91,44,-46,41,0
2.6,17.43,30.91,56,-22,28,0
2.6,-10.77,30.93,31,-23,38,0
2.65,24.1,30.93,57,-7,51,0
2.65,45.58,30.93,40,7,45,0
2.49,122.91,30.93,35,3,55,0
2.32,1.52,30.93,31,0,58,0
2.47,-136.34,30.93,22,-3,48,0
2.54,-45.13,30.93,57,2,30,0
2.56,66.01,30.93,55,-7,26,0
2.57,-14,30.95,63,2,7,0
2.63,-102.62,30.95,68,-4,2,0
2.63,133.77,30.95,61,-15,10,0
2.47,40.21,30.95,64,-14,20,0
2.5,-114.35,30.95,60,-6,18,0
2.5,2.6,30.95,66,-18,19,0
2.48,209.41,30.95,64,-12,6,0
2.45,109.79,30.95,65,-25,21,0
2.5,-131.14,30.97,48,-25,22,0
2.49,-129.7,30.97,59,-30,21,0
2.52,-197.12,30.97,50,-27,20,0
2.53,83.68,30.97,62,-22,22,0
2.54,-15.56,30.97,58,-23,18,0
2.55,-8.88,30.97,47,-32,17,0
2.55,-21.55,30.97,56,-30,23,0
2.59,3.51,30.97,63,-25,19,0
2.63,36.71,30.99,53,-16,13,0
2.63,-58,30.99,59,-20,13,0
2.58,-18.69,30.99,60,-21,13,0
2.58,-70.8,30.99,60,-21,15,0
2.6,103.75,30.99,61,-19,14,0
2.62,38.22,30.99,62,-18,13,0
2.61,-31.69,30.99,63,-17,12,0
2.56,2.04,30.99,64,-15,10,0
2.54,-29.91,30.97,64,-13,9,0
2.54,32.74,30.97,64,-12,6,0
2.53,31.18,30.97,66,-10,6,0
2.54,-4.72,30.97,64,-11,6,0
2.53,39.7,31.03,62,-15,8,0
2.52,-20.36,31.03,64,-21,12,0
2.51,60.65,31.03,59,-21,6,0
2.4,36.14,31.03,61,-21,12,0
2.45,3.62,31.03,62,-21,13,0
2.47,8.64,31.03,61,-21,13,0
2.47,-69.75,31.03,61,-23,13,0
2.48,40.26,31.03,59,-24,13,0
2.47,-43.01,31.05,60,-24,15,0
2.46,-26.87,31.05,62,-25,13,0
2.4,-28.04,31.05,59,-26,10,0
2.43,-12.17,31.05,54,-30,7,0
2.46,18.19,31.05,59,-27,10,0
2.47,-4.97,31.05,55,-27,17,0
2.47,-55.07,31.05,58,-27,16,0
2.47,-30.83,31.05,55,-24,16,0
2.42,68.83,31.05,57,-25,20,0
2.36,50.59,31.05,58,-27,22,0
2.37,39.51,31.05,57,-26,23,0
2.46,13.42,31.05,59,-26,20,0
2.47,-89.69,31.03,35,-38,15,0
2.45,-40.87,31.03,15,-52,29,0
2.45,-35.42,31.03,-13,-71,19,0
2.49,102.97,31.03,9,-62,-3,0
2.52,48.1,31.05,-9,-63,-6,0
2.5,46.66,31.05,9,-57,-16,0
2.49,49.63,31.05,4,-68,-6,0
2.45,-153.63,31.05,-8,-64,-3,0
2.44,-24.11,31.09,8,-58,11,0
2.45,91.16,31.09,3,-65,6,0
2.44,-88.94,31.09,8,-67,1,0
2.44,-20.11,31.09,9,-66,-12,0
2.43,-61.63,31.09,11,-65,-7,0
2.42,40.66,31.09,9,-64,0,0
2.41,-28.93,31.09,4,-62,3,0
2.41,27.67,31.09,6,-63,-2,0
2.41,-9.9,31.07,23,-62,3,0
2.41,14.28,31.07,39,-53,0,0
2.44,35.97,31.07,51,-36,5,0
2.45,-47.22,31.07,63,-12,-16,0
2.39,32.74,31.09,63,-17,-16,0
2.36,-21.43,31.09,68,-16,-19,0
2.27,64.08,31.09,61,-8,-14,0
2.21,100.57,31.09,61,-2,-13,0
2.09,188.83,31.07,65,-8,-18,0
2.08,125.82,31.07,58,-15,-20,0
2.1,-181.31,31.07,63,-17,-24,0
2.11,-33.82,31.07,63,-7,-20,0
0,-0.03,34.41,52,-9,37,1
0.83,5.06,34.41,52,-9,38,1
1.07,17.91,34.41,52,-9,38,1
0.84,79.34,34.41,52,-10,38,1
0.83,228.25,34.41,53,-9,38,1
0.83,-486.5,34.41,52,-9,37,1
0.83,-5.9,34.41,52,-9,38,1
0.83,156.15,34.41,53,-9,38,1
0.83,46.78,34.43,53,-10,38,1
0.82,4.05,34.43,52,-10,38,1
0.82,0.14,34.43,52,-10,38,1
0.82,0.34,34.43,52,-10,38,1
0.82,1.72,34.43,52,-9,38,1
0.82,2.94,34.43,53,-9,37,1
0.82,-14.16,34.43,53,-10,37,1
0.82,0.48,34.43,53,-9,37,1
0.81,-2.76,34.43,53,-9,37,1
0.81,-2.35,34.43,52,-9,38,1
0.81,-8.68,34.43,52,-10,38,1
0.81,-3.34,34.43,52,-10,38,1
0.81,30.44,34.41,52,-9,38,1
0.81,-10.67,34.41,52,-9,38,1
0.81,2.09,34.41,52,-9,38,1
0.81,7.1,34.41,52,-10,38,1
0.81,-21.63,34.41,52,-10,38,1
0.81,29.58,34.41,53,-9,37,1
0.8,-2.91,34.41,53,-10,37,1
0.8,-36.85,34.41,53,-9,37,1
0.8,10.06,34.39,53,-9,37,1
0.8,-14.45,34.39,53,-9,37,1
0.8,-0.12,34.39,53,-9,38,1
0.8,22.74,34.39,53,-9,37,1
0.8,-4.61,34.39,53,-9,37,1
0.79,27.63,34.39,53,-10,37,1
0.79,-0.97,34.39,53,-9,37,1
0.79,-30.31,34.39,52,-9,38,1
0.8,25.59,34.41,53,-9,38,1
0.79,-8.96,34.41,52,-9,38,1
0.79,-3.94,34.41,52,-9,38,1
0.79,16.12,34.41,52,-9,38,1
0.79,-12.9,34.41,52,-9,38,1
0.79,20.34,34.41,52,-9,38,1
0.79,-0.44,34.41,53,-9,37,1
0.79,-34.08,34.41,52,-9,38,1
0.79,6.63,34.39,53,-10,38,1
0.79,-7.03,34.39,53,-10,37,1
0.78,-17.78,34.39,52,-9,37,1
0.78,29.82,34.39,53,-9,38,1
0.79,2.66,34.39,52,-9,38,1
0.78,-4.27,34.39,52,-10,38,1
0.78,8.35,34.39,53,-10,38,1
0.78,-23.7,34.39,58,-10,44,1
0.77,-7.52,34.39,47,23,46,1
0.74,17.52,34.39,0,23,38,1
0.73,5.04,34.39,-6,29,57,1
0.73,35.4,34.39,6,31,57,1
0.72,27.39,34.39,7,34,53,1
0.72,99.35,34.39,9,32,56,1
0.72,-169.05,34.39,10,30,56,1
0.71,-69.78,34.39,5,27,57,1
0.7,51.2,34.39,5,29,55,1
0.74,59.01,34.39,-2,27,56,1
0.79,15,34.39,-3,26,56,1
0.85,44.07,34.39,33,40,46,1
0.86,14.97,34.39,23,38,33,1
0.83,-102.56,34.39,33,43,34,1
0.82,47.64,34.39,37,43,30,1
0.83,67.65,34.39,36,42,31,1
0.84,114.66,34.41,35,42,32,1
0.87,3.39,34.41,36,42,29,1
0.89,-65.49,34.41,34,43,31,1
0.92,-186.48,34.41,33,43,32,1
0.95,-99.38,34.37,34,44,33,1
0.97,6.73,34.37,34,44,33,1
0.98,22.95,34.37,36,44,31,1
0.96,-136.64,34.37,27,46,32,1
0.94,-17.25,34.39,22,46,40,1
0.94,68.68,34.39,22,42,42,1
0.95,-71.76,34.39,17,30,34,1
0.96,-55.58,34.39,54,18,27,1
0.95,30.23,34.37,64,3,39,1
0.91,57.58,34.37,59,2,31,1
0.92,33.9,34.37,53,-9,34,1
0.93,-100.22,34.37,55,-9,35,1
0.92,-102.38,34.37,55,-8,34,1
0.92,3.66,34.37,55,-9,34,1
0.92,86.29,34.37,55,-8,34,1
0.93,141.36,34.37,55,-9,34,1
0.93,55.86,34.39,56,-9,33,1
0.93,-89.64,34.39,56,-8,32,1
0.94,50.78,34.39,55,-9,33,1
0.94,-1.46,34.39,54,-9,35,1
0.94,-45.64,34.41,54,-9,35,1
0.93,50.53,34.41,54,-9,36,1
0.93,-34.44,34.41,54,-9,36,1
0.93,26.43,34.41,53,-9,36,1
0.92,54.61,34.41,53,-9,37,1
0.91,-54.15,34.41,53,-9,37,1
0.91,62.87,34.41,53,-9,37,1
0.91,22.79,34.41,53,-9,37,1
0.91,-80.59,34.37,53,-9,37,1
0.91,57.56,34.37,53,-9,37,1
0.91,5.78,34.37,53,-9,37,1
0.91,-43.66,34.37,53,-9,37,1
0.9,55.41,34.39,53,-9,37,1
0.9,-10.38,34.39,53,-9,36,1
0.9,16.56,34.39,53,-9,36,1
0.9,37.59,34.39,53,-9,37,1
0.9,-28.45,34.41,53,-9,37,1
0.9,38.59,34.41,53,-9,37,1
0.9,14.91,34.41,53,-9,37,1
0.89,-38.92,34.41,53,-9,37,1
0.89,30.65,34.41,53,-9,37,1
0.89,-7.84,34.41,53,-10,37,1
0.89,-16.2,34.41,53,-9,37,1
0.88,20.39,34.41,53,-9,37,1
0.88,-17.12,34.41,53,-9,37,1
0.88,24.78,34.41,53,-9,37,1
0.88,10.45,34.41,53,-9,37,1
0.88,-31.36,34.41,53,-9,37,1
0.88,24.86,34.43,53,-9,37,1
0.87,0.88,34.43,53,-10,36,1
0.87,-23.59,34.43,53,-9,37,1
0.87,14.56,34.43,53,-9,37,1
0.87,-4.96,34.41,53,-9,37,1
0.87,3.96,34.41,53,-9,37,1
0.86,3.54,34.41,53,-9,37,1
0.86,-19.39,34.41,53,-9,37,1
0.86,16.91,34.39,53,-9,37,1
0.86,-1.03,34.39,53,-9,37,1
0.85,-25.74,34.39,53,-9,37,1
0.85,17.48,34.39,52,-10,38,1
0.85,-0.78,34.39,53,-9,37,1
0.85,-13.31,34.39,53,-10,37,1
0.84,13.92,34.39,52,-9,38,1
0.84,-4.4,34.39,53,-10,38,1
0.84,-4.19,34.43,53,-10,38,1
0.84,5.04,34.43,53,-9,38,1
0.84,-11.17,34.43,53,-10,38,1
0.84,4.94,34.43,52,-9,37,1
0.84,-0.71,34.43,52,-10,37,1
0.84,-18.43,34.43,52,-9,37,1
0.83,14.06,34.43,52,-10,37,1
